security_id,as_of_date,calculated_at,observation_count,sma_20,sma_50,sma_200,rsi_14,bollinger_mid,bollinger_upper,bollinger_lower,macd,macd_signal,macd_histogram,return_1d,return_5d,return_20d,volume_zscore,volatility_20d,trigger_state,source_price_hash
security_dc7a111e297be528d96b,2026-09-11,2026-09-14T09:42:46Z,252,355.12999878,354.49819885,398.92549973,54.45103202,355.12999878,376.31344554,333.94655202,5.04905638,3.1863539,1.86270248,0.0051711,-0.02904055,0.07495003,-0.73542579,0.49483492,,9ea2666d5c8e8b240e888fe246a01fa4438f682a36c0b8c6e3c8296004372f99
security_dc8486c1d61df62a22fd,2026-09-11,2026-09-11T18:05:29Z,256,294.2,285.91299988,260.97874687,49.16587863,294.2,305.22138631,283.17861369,0.15987975,1.35222675,-1.192347,0.01287409,0.01076391,-0.04993469,-0.31817902,0.27763578,,87bada92a63fd8064c976dc036f7c8d32f879877a258390e7413d0475939cbb1
security_de0d83229b369a426b99,2026-09-11,2026-09-14T09:42:46Z,252,56.3779995,58.05099983,64.64290844,39.67400904,56.3779995,58.59143663,54.16456236,-0.9725378,-0.72274368,-0.24979412,0.01208399,-0.02524619,-0.01501722,-1.30614133,0.22649303,,30a44f01e29033d2b22d3e465ce2520d05a8a7572e914e56873c7e4090908f76
security_dfa34d4b9050964b465e,2026-09-11,2026-09-14T09:42:46Z,252,94.6095005,98.35239975,75.53699995,57.53295423,94.6095005,107.07400685,82.14499415,0.68049229,-1.24843691,1.9289292,0.02611645,0.12294103,-0.01549345,-0.27276189,0.56726935,,d8606e284f281a8aac28907623a2bf62b826a5b9049ca49e08a6852b97b686b7
security_e19c7fe27fbcc4cd923d,2026-09-11,2026-09-11T18:05:29Z,256,31.0875,32.9778027,35.49598038,38.22168464,31.0875,31.82614393,30.34885607,-0.5359396,-0.65349536,0.11755576,-0.00484808,-0.02747944,-0.04969137,-0.00620596,0.16860093,,d281d3e3b9a1e72329f4130c4a373967385d03615b52ee2b7f0bdba9792aaf68
security_e4822686f60a96824b6e,2026-09-11,2026-09-14T09:42:46Z,252,76.11949959,73.92799988,76.02590008,41.42201339,76.11949959,81.2151042,71.02389498,-0.44794579,0.40565324,-0.85359903,-0.0122657,-0.05647711,-0.05548233,1.36981495,0.32533407,,6da69697e53852a93b137df1120c1b3523903e8bdeaf6d75b3a015096d0171d2
security_eca976f0076a425ea1bb,2026-09-11,2026-09-14T09:42:46Z,252,16.27749982,14.12599993,12.90309999,38.94670965,16.27749982,19.46968935,13.08531029,0.0449745,0.67743051,-0.63245601,-0.00865176,-0.24533477,-0.17565949,-1.68894541,0.77894035,,99450c259be4a088bd16083058b189e8fb444dcd04abc88b1445e6eb338ca1b4
security_ed7d5b616a196969c815,2026-09-11,2026-09-14T09:42:46Z,252,3.34875001,3.29639999,3.630575,45.93288012,3.34875001,3.65321475,3.04428527,0.00634028,0.03541704,-0.02907676,0.01265822,-0.06976744,-0.0332326,-1.23577572,0.80771036,,629b61228d525ac752b731ea009a4015413e0ca1a6e7a603204b9fc36b74a180
security_ef35e41886220d51c22c,2026-09-11,2026-09-14T09:42:46Z,252,1737.08500977,1738.09090576,1491.51441925,46.70867173,1737.08500977,1849.73180867,1624.43821086,-12.48508363,-10.19682335,-2.28826028,0.00644175,0.03165498,-0.08095675,-1.07547381,0.31860963,,8dbd2baa265b303ac9307d891b8c56923918d61a493f284416ba740fe957031a
security_ef418f5ccc7dc5be8e65,2026-09-11,2026-09-14T09:42:46Z,254,52.36049982,50.61149981,48.10869189,48.62633324,52.36049982,54.15548693,50.56551272,0.62839437,0.7476739,-0.11927953,-0.02830893,-0.02867314,0.01329424,0.80595681,0.19296607,,9cef2c350e14c40c1b1f5043cd5e9f2356aea461b4378648be8af0c1abb28eab
security_f18cd57a5e086583c861,2026-09-11,2026-09-14T09:42:46Z,252,81.14599953,80.4964003,66.74955006,52.41000497,81.14599953,88.79136429,73.50063476,-0.39776678,-0.41509419,0.0173274,0.02796242,0.03080604,-0.11200169,-1.94022926,0.36684956,,57549a515f517d4dce7c5d436fbe9a17092af2e5a8ef7a96065406597eeeeea0
security_f2b9760d847b2ba59324,2026-09-11,2026-09-14T09:42:46Z,252,37.5710001,39.49580002,40.94705001,43.43695116,37.5710001,40.23198411,34.91001609,-1.01290482,-1.12109457,0.10818975,-0.01383619,0.00110155,-0.10863169,-1.04618573,0.500401,,347f24a54f4ff081315f81ed802da3c1236fcffac08156f1a4d9dcf290356f6a
security_f34181f3df32080a91d1,2026-09-11,2026-09-14T09:42:46Z,252,337.96049805,335.55799988,360.55317276,34.77220811,337.96049805,358.87870078,317.04229532,-4.46141792,-0.43532134,-4.02609658,-0.01796401,-0.1020949,-0.1119471,-0.51386046,0.34861816,bollinger_below_lower,2dcfcb20a30c66f482ab5a56b377ea0ebd56cdeffcc4034f7bf8ad750925b30c
security_fb87fac302a5446a1ced,2026-09-11,2026-09-14T09:42:46Z,252,3.07850002,3.11840001,4.42195002,41.66727446,3.07850002,3.31210442,2.84489562,-0.0553993,-0.05404599,-0.00135331,-0.03642381,-0.020202,-0.15160349,0.27899303,0.55561936,,fe1b5f483d38d405ca5636bacc50803fb47123fdcdc876dde6cc47a4c373f44d
security_fe4648901e7675f157fd,2026-09-11,2026-09-14T09:42:46Z,254,0.05215,0.05301,0.061615,28.77850607,0.05215,0.05489044,0.04940956,-0.00116983,-0.00091315,-0.00025668,-0.01999998,-0.05769225,-0.08411212,3.20476384,0.22831495,bollinger_below_lower|rsi_oversold|volume_anomaly,5893e045d0eb9b63c793c7c73d84b55225896def1099ae6daa03956bfeed21d6
security_fe5539a7d3fd9d553bce,2026-09-11,2026-09-14T09:42:46Z,252,122.69350014,106.97059998,138.02530006,56.97114766,122.69350014,152.78227729,92.60472299,8.23638763,8.22850338,0.00788426,0.01874614,-0.095636,0.34881569,-0.75921311,1.06119783,,69cc9b8e95c643a53c22b273e965a2dbec8fcafb51e42f17fd4f72ea5c601b30
